filename,category,fold,recording_id
Fishboat/74__23_07_13_H3_pesqSaladinoPrimero_seg27.wav,Fishboat,2,74__23_07_13_H3_pesqSaladinoPrimero
Fishboat/74__23_07_13_H3_pesqSaladinoPrimero_seg28.wav,Fishboat,3,74__23_07_13_H3_pesqSaladinoPrimero
Fishboat/74__23_07_13_H3_pesqSaladinoPrimero_seg29.wav,Fishboat,4,74__23_07_13_H3_pesqSaladinoPrimero
Fishboat/75__23_07_13_H3_pesquero1_seg1.wav,Fishboat,1,75__23_07_13_H3_pesquero1
Fishboat/75__23_07_13_H3_pesquero1_seg2.wav,Fishboat,2,75__23_07_13_H3_pesquero1
Fishboat/75__23_07_13_H3_pesquero1_seg3.wav,Fishboat,3,75__23_07_13_H3_pesquero1
Fishboat/75__23_07_13_H3_pesquero1_seg4.wav,Fishboat,4,75__23_07_13_H3_pesquero1
Fishboat/75__23_07_13_H3_pesquero1_seg5.wav,Fishboat,5,75__23_07_13_H3_pesquero1
Fishboat/75__23_07_13_H3_pesquero1_seg6.wav,Fishboat,1,75__23_07_13_H3_pesquero1
Fishboat/75__23_07_13_H3_pesquero1_seg7.wav,Fishboat,2,75__23_07_13_H3_pesquero1
Fishboat/75__23_07_13_H3_pesquero1_seg8.wav,Fishboat,3,75__23_07_13_H3_pesquero1
Fishboat/75__23_07_13_H3_pesquero1_seg9.wav,Fishboat,4,75__23_07_13_H3_pesquero1
Fishboat/75__23_07_13_H3_pesquero1_seg10.wav,Fishboat,5,75__23_07_13_H3_pesquero1
Fishboat/76__23_07_13_H3_pesquero2_seg1.wav,Fishboat,1,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg2.wav,Fishboat,2,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg3.wav,Fishboat,3,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg4.wav,Fishboat,4,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg5.wav,Fishboat,5,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg6.wav,Fishboat,1,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg7.wav,Fishboat,2,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg8.wav,Fishboat,3,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg9.wav,Fishboat,4,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg10.wav,Fishboat,5,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg11.wav,Fishboat,1,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg12.wav,Fishboat,2,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg13.wav,Fishboat,3,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg14.wav,Fishboat,4,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg15.wav,Fishboat,5,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg16.wav,Fishboat,1,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg17.wav,Fishboat,2,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg18.wav,Fishboat,3,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg19.wav,Fishboat,4,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg20.wav,Fishboat,5,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg21.wav,Fishboat,1,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg22.wav,Fishboat,2,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg23.wav,Fishboat,3,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg24.wav,Fishboat,4,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg25.wav,Fishboat,5,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg26.wav,Fishboat,1,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg27.wav,Fishboat,2,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg28.wav,Fishboat,3,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg29.wav,Fishboat,4,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg30.wav,Fishboat,5,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg31.wav,Fishboat,1,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg32.wav,Fishboat,2,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg33.wav,Fishboat,3,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg34.wav,Fishboat,4,76__23_07_13_H3_pesquero2
Fishboat/76__23_07_13_H3_pesquero2_seg35.wav,Fishboat,5,76__23_07_13_H3_pesquero2
Natural ambient noise/81__25_09_13_H3_corriente_seg1.wav,Natural ambient noise,1,81__25_09_13_H3_corriente
Natural ambient noise/81__25_09_13_H3_corriente_seg2.wav,Natural ambient noise,2,81__25_09_13_H3_corriente
Natural ambient noise/81__25_09_13_H3_corriente_seg3.wav,Natural ambient noise,3,81__25_09_13_H3_corriente
Natural ambient noise/81__25_09_13_H3_corriente_seg4.wav,Natural ambient noise,4,81__25_09_13_H3_corriente
Natural ambient noise/81__25_09_13_H3_corriente_seg5.wav,Natural ambient noise,5,81__25_09_13_H3_corriente
Natural ambient noise/81__25_09_13_H3_corriente_seg6.wav,Natural ambient noise,1,81__25_09_13_H3_corriente
Natural ambient noise/81__25_09_13_H3_corriente_seg7.wav,Natural ambient noise,2,81__25_09_13_H3_corriente
Natural ambient noise/81__25_09_13_H3_corriente_seg8.wav,Natural ambient noise,3,81__25_09_13_H3_corriente
Natural ambient noise/81__25_09_13_H3_corriente_seg9.wav,Natural ambient noise,4,81__25_09_13_H3_corriente
Natural ambient noise/81__25_09_13_H3_corriente_seg10.wav,Natural ambient noise,5,81__25_09_13_H3_corriente
Natural ambient noise/81__25_09_13_H3_corriente_seg11.wav,Natural ambient noise,1,81__25_09_13_H3_corriente
Natural ambient noise/81__25_09_13_H3_corriente_seg12.wav,Natural ambient noise,2,81__25_09_13_H3_corriente
Natural ambient noise/81__25_09_13_H3_corriente_seg13.wav,Natural ambient noise,3,81__25_09_13_H3_corriente
Natural ambient noise/81__25_09_13_H3_corriente_seg14.wav,Natural ambient noise,4,81__25_09_13_H3_corriente
Natural ambient noise/81__25_09_13_H3_corriente_seg15.wav,Natural ambient noise,5,81__25_09_13_H3_corriente
Natural ambient noise/81__25_09_13_H3_corriente_seg16.wav,Natural ambient noise,1,81__25_09_13_H3_corriente
Natural ambient noise/81__25_09_13_H3_corriente_seg17.wav,Natural ambient noise,2,81__25_09_13_H3_corriente
Natural ambient noise/81__25_09_13_H3_corriente_seg18.wav,Natural ambient noise,3,81__25_09_13_H3_corriente
Natural ambient noise/81__25_09_13_H3_corriente_seg19.wav,Natural ambient noise,4,81__25_09_13_H3_corriente
Natural ambient noise/81__25_09_13_H3_corriente_seg20.wav,Natural ambient noise,5,81__25_09_13_H3_corriente
Natural ambient noise/81__25_09_13_H3_corriente_seg21.wav,Natural ambient noise,1,81__25_09_13_H3_corriente
Natural ambient noise/81__25_09_13_H3_corriente_seg22.wav,Natural ambient noise,2,81__25_09_13_H3_corriente
Natural ambient noise/81__25_09_13_H3_corriente_seg23.wav,Natural ambient noise,3,81__25_09_13_H3_corriente
Natural ambient noise/81__25_09_13_H3_corriente_seg24.wav,Natural ambient noise,4,81__25_09_13_H3_corriente
Natural ambient noise/82__27_09_13_H3_lluvia_seg1.wav,Natural ambient noise,1,82__27_09_13_H3_lluvia
Natural ambient noise/82__27_09_13_H3_lluvia_seg2.wav,Natural ambient noise,2,82__27_09_13_H3_lluvia
Natural ambient noise/82__27_09_13_H3_lluvia_seg3.wav,Natural ambient noise,3,82__27_09_13_H3_lluvia
Natural ambient noise/82__27_09_13_H3_lluvia_seg4.wav,Natural ambient noise,4,82__27_09_13_H3_lluvia
Natural ambient noise/82__27_09_13_H3_lluvia_seg5.wav,Natural ambient noise,5,82__27_09_13_H3_lluvia
Natural ambient noise/82__27_09_13_H3_lluvia_seg6.wav,Natural ambient noise,1,82__27_09_13_H3_lluvia
Natural ambient noise/82__27_09_13_H3_lluvia_seg7.wav,Natural ambient noise,2,82__27_09_13_H3_lluvia
Natural ambient noise/82__27_09_13_H3_lluvia_seg8.wav,Natural ambient noise,3,82__27_09_13_H3_lluvia
Natural ambient noise/82__27_09_13_H3_lluvia_seg9.wav,Natural ambient noise,4,82__27_09_13_H3_lluvia
Natural ambient noise/82__27_09_13_H3_lluvia_seg10.wav,Natural ambient noise,5,82__27_09_13_H3_lluvia
Natural ambient noise/82__27_09_13_H3_lluvia_seg11.wav,Natural ambient noise,1,82__27_09_13_H3_lluvia
Natural ambient noise/82__27_09_13_H3_lluvia_seg12.wav,Natural ambient noise,2,82__27_09_13_H3_lluvia
Natural ambient noise/82__27_09_13_H3_lluvia_seg13.wav,Natural ambient noise,3,82__27_09_13_H3_lluvia
Natural ambient noise/82__27_09_13_H3_lluvia_seg14.wav,Natural ambient noise,4,82__27_09_13_H3_lluvia
Natural ambient noise/82__27_09_13_H3_lluvia_seg15.wav,Natural ambient noise,5,82__27_09_13_H3_lluvia
Natural ambient noise/82__27_09_13_H3_lluvia_seg16.wav,Natural ambient noise,1,82__27_09_13_H3_lluvia
Natural ambient noise/82__27_09_13_H3_lluvia_seg17.wav,Natural ambient noise,2,82__27_09_13_H3_lluvia
Natural ambient noise/82__27_09_13_H3_lluvia_seg18.wav,Natural ambient noise,3,82__27_09_13_H3_lluvia
Natural ambient noise/82__27_09_13_H3_lluvia_seg19.wav,Natural ambient noise,4,82__27_09_13_H3_lluvia
Natural ambient noise/82__27_09_13_H3_lluvia_seg20.wav,Natural ambient noise,5,82__27_09_13_H3_lluvia
Natural ambient noise/82__27_09_13_H3_lluvia_seg21.wav,Natural ambient noise,1,82__27_09_13_H3_lluvia
Natural ambient noise/82__27_09_13_H3_lluvia_seg22.wav,Natural ambient noise,2,82__27_09_13_H3_lluvia
Natural ambient noise/82__27_09_13_H3_lluvia_seg23.wav,Natural ambient noise,3,82__27_09_13_H3_lluvia
Natural ambient noise/82__27_09_13_H3_lluvia_seg24.wav,Natural ambient noise,4,82__27_09_13_H3_lluvia
Natural ambient noise/83__27_09_13_H3_oleaje_seg1.wav,Natural ambient noise,1,83__27_09_13_H3_oleaje
Natural ambient noise/83__27_09_13_H3_oleaje_seg2.wav,Natural ambient noise,2,83__27_09_13_H3_oleaje
Natural ambient noise/83__27_09_13_H3_oleaje_seg3.wav,Natural ambient noise,3,83__27_09_13_H3_oleaje
Natural ambient noise/83__27_09_13_H3_oleaje_seg4.wav,Natural ambient noise,4,83__27_09_13_H3_oleaje
Natural ambient noise/83__27_09_13_H3_oleaje_seg5.wav,Natural ambient noise,5,83__27_09_13_H3_oleaje
Natural ambient noise/83__27_09_13_H3_oleaje_seg6.wav,Natural ambient noise,1,83__27_09_13_H3_oleaje
Natural ambient noise/83__27_09_13_H3_oleaje_seg7.wav,Natural ambient noise,2,83__27_09_13_H3_oleaje
Natural ambient noise/83__27_09_13_H3_oleaje_seg8.wav,Natural ambient noise,3,83__27_09_13_H3_oleaje
Natural ambient noise/83__27_09_13_H3_oleaje_seg9.wav,Natural ambient noise,4,83__27_09_13_H3_oleaje
Natural ambient noise/83__27_09_13_H3_oleaje_seg10.wav,Natural ambient noise,5,83__27_09_13_H3_oleaje
Natural ambient noise/83__27_09_13_H3_oleaje_seg11.wav,Natural ambient noise,1,83__27_09_13_H3_oleaje
Natural ambient noise/83__27_09_13_H3_oleaje_seg12.wav,Natural ambient noise,2,83__27_09_13_H3_oleaje
Natural ambient noise/83__27_09_13_H3_oleaje_seg13.wav,Natural ambient noise,3,83__27_09_13_H3_oleaje
Natural ambient noise/83__27_09_13_H3_oleaje_seg14.wav,Natural ambient noise,4,83__27_09_13_H3_oleaje
Natural ambient noise/83__27_09_13_H3_oleaje_seg15.wav,Natural ambient noise,5,83__27_09_13_H3_oleaje
Natural ambient noise/83__27_09_13_H3_oleaje_seg16.wav,Natural ambient noise,1,83__27_09_13_H3_oleaje
Natural ambient noise/83__27_09_13_H3_oleaje_seg17.wav,Natural ambient noise,2,83__27_09_13_H3_oleaje
Natural ambient noise/83__27_09_13_H3_oleaje_seg18.wav,Natural ambient noise,3,83__27_09_13_H3_oleaje
Natural ambient noise/83__27_09_13_H3_oleaje_seg19.wav,Natural ambient noise,4,83__27_09_13_H3_oleaje
Natural ambient noise/83__27_09_13_H3_oleaje_seg20.wav,Natural ambient noise,5,83__27_09_13_H3_oleaje
Natural ambient noise/83__27_09_13_H3_oleaje_seg21.wav,Natural ambient noise,1,83__27_09_13_H3_oleaje
Natural ambient noise/83__27_09_13_H3_oleaje_seg22.wav,Natural ambient noise,2,83__27_09_13_H3_oleaje
Natural ambient noise/83__27_09_13_H3_oleaje_seg23.wav,Natural ambient noise,3,83__27_09_13_H3_oleaje
Natural ambient noise/83__27_09_13_H3_oleaje_seg24.wav,Natural ambient noise,4,83__27_09_13_H3_oleaje
Natural ambient noise/84__27_09_13_H3_viento_seg1.wav,Natural ambient noise,1,84__27_09_13_H3_viento
Natural ambient noise/84__27_09_13_H3_viento_seg2.wav,Natural ambient noise,2,84__27_09_13_H3_viento
Natural ambient noise/84__27_09_13_H3_viento_seg3.wav,Natural ambient noise,3,84__27_09_13_H3_viento
Natural ambient noise/84__27_09_13_H3_viento_seg4.wav,Natural ambient noise,4,84__27_09_13_H3_viento
Natural ambient noise/84__27_09_13_H3_viento_seg5.wav,Natural ambient noise,5,84__27_09_13_H3_viento
Natural ambient noise/84__27_09_13_H3_viento_seg6.wav,Natural ambient noise,1,84__27_09_13_H3_viento
Natural ambient noise/84__27_09_13_H3_viento_seg7.wav,Natural ambient noise,2,84__27_09_13_H3_viento
Natural ambient noise/84__27_09_13_H3_viento_seg8.wav,Natural ambient noise,3,84__27_09_13_H3_viento
Natural ambient noise/84__27_09_13_H3_viento_seg9.wav,Natural ambient noise,4,84__27_09_13_H3_viento
Natural ambient noise/84__27_09_13_H3_viento_seg10.wav,Natural ambient noise,5,84__27_09_13_H3_viento
Natural ambient noise/84__27_09_13_H3_viento_seg11.wav,Natural ambient noise,1,84__27_09_13_H3_viento
Natural ambient noise/84__27_09_13_H3_viento_seg12.wav,Natural ambient noise,2,84__27_09_13_H3_viento
Natural ambient noise/84__27_09_13_H3_viento_seg13.wav,Natural ambient noise,3,84__27_09_13_H3_viento
Natural ambient noise/84__27_09_13_H3_viento_seg14.wav,Natural ambient noise,4,84__27_09_13_H3_viento
Natural ambient noise/84__27_09_13_H3_viento_seg15.wav,Natural ambient noise,5,84__27_09_13_H3_viento
Natural ambient noise/84__27_09_13_H3_viento_seg16.wav,Natural ambient noise,1,84__27_09_13_H3_viento
Natural ambient noise/84__27_09_13_H3_viento_seg17.wav,Natural ambient noise,2,84__27_09_13_H3_viento
Natural ambient noise/84__27_09_13_H3_viento_seg18.wav,Natural ambient noise,3,84__27_09_13_H3_viento
Natural ambient noise/84__27_09_13_H3_viento_seg19.wav,Natural ambient noise,4,84__27_09_13_H3_viento
Natural ambient noise/84__27_09_13_H3_viento_seg20.wav,Natural ambient noise,5,84__27_09_13_H3_viento
Natural ambient noise/84__27_09_13_H3_viento_seg21.wav,Natural ambient noise,1,84__27_09_13_H3_viento
Natural ambient noise/84__27_09_13_H3_viento_seg22.wav,Natural ambient noise,2,84__27_09_13_H3_viento
Natural ambient noise/84__27_09_13_H3_viento_seg23.wav,Natural ambient noise,3,84__27_09_13_H3_viento
Natural ambient noise/84__27_09_13_H3_viento_seg24.wav,Natural ambient noise,4,84__27_09_13_H3_viento
Natural ambient noise/85__E__1L_seg1.wav,Natural ambient noise,1,85__E__1L
Natural ambient noise/85__E__1L_seg2.wav,Natural ambient noise,2,85__E__1L
Natural ambient noise/85__E__1L_seg3.wav,Natural ambient noise,3,85__E__1L
Natural ambient noise/85__E__1L_seg4.wav,Natural ambient noise,4,85__E__1L
Natural ambient noise/85__E__1L_seg5.wav,Natural ambient noise,5,85__E__1L
Natural ambient noise/85__E__1L_seg6.wav,Natural ambient noise,1,85__E__1L
Natural ambient noise/85__E__1L_seg7.wav,Natural ambient noise,2,85__E__1L
Natural ambient noise/85__E__1L_seg8.wav,Natural ambient noise,3,85__E__1L
Natural ambient noise/85__E__1L_seg9.wav,Natural ambient noise,4,85__E__1L
Natural ambient noise/85__E__1L_seg10.wav,Natural ambient noise,5,85__E__1L
Natural ambient noise/85__E__1L_seg11.wav,Natural ambient noise,1,85__E__1L
Natural ambient noise/85__E__1L_seg12.wav,Natural ambient noise,2,85__E__1L
Natural ambient noise/85__E__1L_seg13.wav,Natural ambient noise,3,85__E__1L
Natural ambient noise/85__E__1L_seg14.wav,Natural ambient noise,4,85__E__1L
Natural ambient noise/85__E__1L_seg15.wav,Natural ambient noise,5,85__E__1L
Natural ambient noise/85__E__1L_seg16.wav,Natural ambient noise,1,85__E__1L
Natural ambient noise/85__E__1L_seg17.wav,Natural ambient noise,2,85__E__1L
Natural ambient noise/86__E__2M_seg1.wav,Natural ambient noise,1,86__E__2M
Natural ambient noise/86__E__2M_seg2.wav,Natural ambient noise,2,86__E__2M
Natural ambient noise/86__E__2M_seg3.wav,Natural ambient noise,3,86__E__2M
Natural ambient noise/86__E__2M_seg4.wav,Natural ambient noise,4,86__E__2M
Natural ambient noise/86__E__2M_seg5.wav,Natural ambient noise,5,86__E__2M
Natural ambient noise/86__E__2M_seg6.wav,Natural ambient noise,1,86__E__2M
Natural ambient noise/86__E__2M_seg7.wav,Natural ambient noise,2,86__E__2M
Natural ambient noise/86__E__2M_seg8.wav,Natural ambient noise,3,86__E__2M
Natural ambient noise/86__E__2M_seg9.wav,Natural ambient noise,4,86__E__2M
Natural ambient noise/86__E__2M_seg10.wav,Natural ambient noise,5,86__E__2M
Natural ambient noise/86__E__2M_seg11.wav,Natural ambient noise,1,86__E__2M
Natural ambient noise/86__E__2M_seg12.wav,Natural ambient noise,2,86__E__2M
Natural ambient noise/86__E__2M_seg13.wav,Natural ambient noise,3,86__E__2M
Natural ambient noise/86__E__2M_seg14.wav,Natural ambient noise,4,86__E__2M
Natural ambient noise/86__E__2M_seg15.wav,Natural ambient noise,5,86__E__2M
Natural ambient noise/86__E__2M_seg16.wav,Natural ambient noise,1,86__E__2M
Natural ambient noise/86__E__2M_seg17.wav,Natural ambient noise,2,86__E__2M
Natural ambient noise/86__E__2M_seg18.wav,Natural ambient noise,3,86__E__2M
Natural ambient noise/86__E__2M_seg19.wav,Natural ambient noise,4,86__E__2M
Natural ambient noise/87__E__3H_seg1.wav,Natural ambient noise,1,87__E__3H
Natural ambient noise/87__E__3H_seg2.wav,Natural ambient noise,2,87__E__3H
Natural ambient noise/87__E__3H_seg3.wav,Natural ambient noise,3,87__E__3H
Natural ambient noise/87__E__3H_seg4.wav,Natural ambient noise,4,87__E__3H
Natural ambient noise/87__E__3H_seg5.wav,Natural ambient noise,5,87__E__3H
Natural ambient noise/87__E__3H_seg6.wav,Natural ambient noise,1,87__E__3H
Natural ambient noise/87__E__3H_seg7.wav,Natural ambient noise,2,87__E__3H
Natural ambient noise/87__E__3H_seg8.wav,Natural ambient noise,3,87__E__3H
Natural ambient noise/87__E__3H_seg9.wav,Natural ambient noise,4,87__E__3H
Natural ambient noise/87__E__3H_seg10.wav,Natural ambient noise,5,87__E__3H
Natural ambient noise/87__E__3H_seg11.wav,Natural ambient noise,1,87__E__3H
Natural ambient noise/87__E__3H_seg12.wav,Natural ambient noise,2,87__E__3H
Natural ambient noise/87__E__3H_seg13.wav,Natural ambient noise,3,87__E__3H
Natural ambient noise/87__E__3H_seg14.wav,Natural ambient noise,4,87__E__3H
Natural ambient noise/87__E__3H_seg15.wav,Natural ambient noise,5,87__E__3H
Natural ambient noise/87__E__3H_seg16.wav,Natural ambient noise,1,87__E__3H
Natural ambient noise/87__E__3H_seg17.wav,Natural ambient noise,2,87__E__3H
Natural ambient noise/87__E__3H_seg18.wav,Natural ambient noise,3,87__E__3H
Natural ambient noise/87__E__3H_seg19.wav,Natural ambient noise,4,87__E__3H
Natural ambient noise/88__E__4L_seg1.wav,Natural ambient noise,1,88__E__4L
Natural ambient noise/88__E__4L_seg2.wav,Natural ambient noise,2,88__E__4L
Natural ambient noise/88__E__4L_seg3.wav,Natural ambient noise,3,88__E__4L
Natural ambient noise/88__E__4L_seg4.wav,Natural ambient noise,4,88__E__4L
Natural ambient noise/88__E__4L_seg5.wav,Natural ambient noise,5,88__E__4L
Natural ambient noise/88__E__4L_seg6.wav,Natural ambient noise,1,88__E__4L
Natural ambient noise/88__E__4L_seg7.wav,Natural ambient noise,2,88__E__4L
Natural ambient noise/88__E__4L_seg8.wav,Natural ambient noise,3,88__E__4L
Natural ambient noise/88__E__4L_seg9.wav,Natural ambient noise,4,88__E__4L
Natural ambient noise/88__E__4L_seg10.wav,Natural ambient noise,5,88__E__4L
Natural ambient noise/88__E__4L_seg11.wav,Natural ambient noise,1,88__E__4L
Natural ambient noise/88__E__4L_seg12.wav,Natural ambient noise,2,88__E__4L
Natural ambient noise/88__E__4L_seg13.wav,Natural ambient noise,3,88__E__4L
Natural ambient noise/88__E__4L_seg14.wav,Natural ambient noise,4,88__E__4L
Natural ambient noise/88__E__4L_seg15.wav,Natural ambient noise,5,88__E__4L
Natural ambient noise/88__E__4L_seg16.wav,Natural ambient noise,1,88__E__4L
Natural ambient noise/88__E__4L_seg17.wav,Natural ambient noise,2,88__E__4L
Natural ambient noise/88__E__4L_seg18.wav,Natural ambient noise,3,88__E__4L
Natural ambient noise/89__E__5M_seg1.wav,Natural ambient noise,1,89__E__5M
Natural ambient noise/89__E__5M_seg2.wav,Natural ambient noise,2,89__E__5M
Natural ambient noise/89__E__5M_seg3.wav,Natural ambient noise,3,89__E__5M
Natural ambient noise/89__E__5M_seg4.wav,Natural ambient noise,4,89__E__5M
Natural ambient noise/89__E__5M_seg5.wav,Natural ambient noise,5,89__E__5M
Natural ambient noise/89__E__5M_seg6.wav,Natural ambient noise,1,89__E__5M
Natural ambient noise/89__E__5M_seg7.wav,Natural ambient noise,2,89__E__5M
Natural ambient noise/89__E__5M_seg8.wav,Natural ambient noise,3,89__E__5M
Natural ambient noise/89__E__5M_seg9.wav,Natural ambient noise,4,89__E__5M
Natural ambient noise/89__E__5M_seg10.wav,Natural ambient noise,5,89__E__5M
Natural ambient noise/89__E__5M_seg11.wav,Natural ambient noise,1,89__E__5M
Natural ambient noise/89__E__5M_seg12.wav,Natural ambient noise,2,89__E__5M
Natural ambient noise/89__E__5M_seg13.wav,Natural ambient noise,3,89__E__5M
Natural ambient noise/89__E__5M_seg14.wav,Natural ambient noise,4,89__E__5M
Natural ambient noise/89__E__5M_seg15.wav,Natural ambient noise,5,89__E__5M
Natural ambient noise/89__E__5M_seg16.wav,Natural ambient noise,1,89__E__5M
Natural ambient noise/89__E__5M_seg17.wav,Natural ambient noise,2,89__E__5M
Natural ambient noise/89__E__5M_seg18.wav,Natural ambient noise,3,89__E__5M
Natural ambient noise/90__E__6H_seg1.wav,Natural ambient noise,1,90__E__6H
Natural ambient noise/90__E__6H_seg2.wav,Natural ambient noise,2,90__E__6H
Natural ambient noise/90__E__6H_seg3.wav,Natural ambient noise,3,90__E__6H
Natural ambient noise/90__E__6H_seg4.wav,Natural ambient noise,4,90__E__6H
Natural ambient noise/90__E__6H_seg5.wav,Natural ambient noise,5,90__E__6H
Natural ambient noise/90__E__6H_seg6.wav,Natural ambient noise,1,90__E__6H
Natural ambient noise/90__E__6H_seg7.wav,Natural ambient noise,2,90__E__6H
Natural ambient noise/90__E__6H_seg8.wav,Natural ambient noise,3,90__E__6H
Natural ambient noise/90__E__6H_seg9.wav,Natural ambient noise,4,90__E__6H
Natural ambient noise/90__E__6H_seg10.wav,Natural ambient noise,5,90__E__6H
Natural ambient noise/90__E__6H_seg11.wav,Natural ambient noise,1,90__E__6H
Natural ambient noise/90__E__6H_seg12.wav,Natural ambient noise,2,90__E__6H
Natural ambient noise/90__E__6H_seg13.wav,Natural ambient noise,3,90__E__6H
Natural ambient noise/90__E__6H_seg14.wav,Natural ambient noise,4,90__E__6H
Natural ambient noise/90__E__6H_seg15.wav,Natural ambient noise,5,90__E__6H
Natural ambient noise/90__E__6H_seg16.wav,Natural ambient noise,1,90__E__6H
Natural ambient noise/90__E__6H_seg17.wav,Natural ambient noise,2,90__E__6H
Natural ambient noise/90__E__6H_seg18.wav,Natural ambient noise,3,90__E__6H
Natural ambient noise/91__E__7H_N_seg1.wav,Natural ambient noise,1,91__E__7H_N
Natural ambient noise/91__E__7H_N_seg2.wav,Natural ambient noise,2,91__E__7H_N
Natural ambient noise/91__E__7H_N_seg3.wav,Natural ambient noise,3,91__E__7H_N
Natural ambient noise/91__E__7H_N_seg4.wav,Natural ambient noise,4,91__E__7H_N
Natural ambient noise/91__E__7H_N_seg5.wav,Natural ambient noise,5,91__E__7H_N
Natural ambient noise/91__E__7H_N_seg6.wav,Natural ambient noise,1,91__E__7H_N
Natural ambient noise/92__E__8H_N_seg1.wav,Natural ambient noise,1,92__E__8H_N
Natural ambient noise/92__E__8H_N_seg2.wav,Natural ambient noise,2,92__E__8H_N
Natural ambient noise/92__E__8H_N_seg3.wav,Natural ambient noise,3,92__E__8H_N
Natural ambient noise/92__E__8H_N_seg4.wav,Natural ambient noise,4,92__E__8H_N
Natural ambient noise/92__E__8H_N_seg5.wav,Natural ambient noise,5,92__E__8H_N
Natural ambient noise/92__E__8H_N_seg6.wav,Natural ambient noise,1,92__E__8H_N
Natural ambient noise/92__E__8H_N_seg7.wav,Natural ambient noise,2,92__E__8H_N
Natural ambient noise/92__E__8H_N_seg8.wav,Natural ambient noise,3,92__E__8H_N
Natural ambient noise/92__E__8H_N_seg9.wav,Natural ambient noise,4,92__E__8H_N
Natural ambient noise/92__E__8H_N_seg10.wav,Natural ambient noise,5,92__E__8H_N
Natural ambient noise/92__E__8H_N_seg11.wav,Natural ambient noise,1,92__E__8H_N
Natural ambient noise/92__E__8H_N_seg12.wav,Natural ambient noise,2,92__E__8H_N
Natural ambient noise/92__E__8H_N_seg13.wav,Natural ambient noise,3,92__E__8H_N
Trawler/28__19_07_13_NuevoRiaAldan_seg1.wav,Trawler,1,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg2.wav,Trawler,2,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg3.wav,Trawler,3,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg4.wav,Trawler,4,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg5.wav,Trawler,5,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg6.wav,Trawler,1,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg7.wav,Trawler,2,28__19_07_13_NuevoRiaAldan
Trawler/28__19_07_13_NuevoRiaAldan_seg8.wav,Trawler,3,28__19_07_13_NuevoRiaAldan
